year,month,day_of_week,hour_of_day,province,district,road_type,road_condition,weather_condition,lighting_condition,vehicle_type,vehicles_involved,accident_cause,is_rush_hour,is_weekend,is_night,is_foggy_month,num_injured,num_killed,severity
2019,11,Tuesday,6,KPK,Kohat,Provincial Highway,Average,Foggy,Street Light,Car/Taxi,2,Pedestrian Error,0,0,0,1,1,1,Medium
2019,6,Thursday,12,Balochistan,Hub,Urban Road,Average,Clear,No Light,Motorcycle,1,Road Condition,1,0,0,0,1,0,Low
2020,1,Thursday,19,Islamabad,Islamabad,Rural Road,Poor,Clear,Daylight,Car/Taxi,3,Drunk Driving,1,0,0,1,3,0,Medium
2021,4,Friday,1,Punjab,Bahawalpur,Rural Road,Average,Extreme Heat,No Light,Motorcycle,1,Road Condition,0,0,1,0,4,0,Medium
2022,6,Tuesday,22,Punjab,Bahawalpur,National Highway,Good,Clear,No Light,Rickshaw,3,Mechanical Failure,0,0,1,0,1,0,Low
2021,6,Sunday,17,Punjab,Sialkot,Provincial Highway,Poor,Foggy,Daylight,Car/Taxi,2,Over Speeding,1,1,0,0,5,0,Medium
2022,9,Tuesday,8,Punjab,Sheikhupura,National Highway,Average,Clear,Daylight,Motorcycle,1,Over Speeding,1,0,0,0,4,1,High
2019,8,Thursday,7,Balochistan,Gwadar,Urban Road,Poor,Dusty/Smoggy,Daylight,Rickshaw,1,Over Speeding,1,0,0,0,0,0,Low
2022,9,Thursday,9,Sindh,Kashmore,Rural Road,Good,Clear,Daylight,Car/Taxi,2,Mechanical Failure,1,0,0,0,0,0,Low
2021,10,Friday,7,KPK,Peshawar,Urban Road,Good,Clear,Daylight,Car/Taxi,1,Road Condition,1,0,0,0,2,0,Low
2020,12,Saturday,13,Sindh,Kashmore,Motorway,Good,Foggy,Daylight,Motorcycle,1,Signal Violation,1,1,0,1,3,2,High
2021,6,Monday,12,Punjab,Faisalabad,National Highway,Good,Clear,Daylight,Rickshaw,2,Over Speeding,1,0,0,0,5,0,Medium
2021,11,Tuesday,7,Punjab,Lahore,National Highway,Under Repair,Clear,Daylight,Car/Taxi,2,Driver Fatigue,1,0,0,1,2,1,Medium
2021,5,Sunday,16,Sindh,Larkana,Rural Road,Under Repair,Clear,Daylight,Car/Taxi,3,Mechanical Failure,0,1,0,0,1,0,Low
2018,10,Monday,5,KPK,Bannu,Provincial Highway,Average,Rainy,Dawn/Dusk,Car/Taxi,1,Mechanical Failure,0,0,1,0,4,1,Medium
2021,11,Friday,3,Punjab,Sialkot,Rural Road,Average,Clear,Street Light,Motorcycle,4,Wrong Overtaking,0,0,1,1,4,0,Medium
2020,1,Monday,19,KPK,Mansehra,Motorway,Good,Clear,Dawn/Dusk,Rickshaw,2,Signal Violation,1,0,0,1,1,1,Medium
2021,2,Friday,16,KPK,Mansehra,Urban Road,Good,Clear,Dawn/Dusk,Truck/Lorry,2,Pedestrian Error,0,0,0,1,2,1,Low
2018,9,Thursday,6,Punjab,Lahore,Urban Road,Under Repair,Clear,Dawn/Dusk,Car/Taxi,2,Wrong Overtaking,0,0,0,0,0,0,Low
2022,6,Thursday,11,KPK,Peshawar,Provincial Highway,Average,Clear,Dawn/Dusk,Bicycle,2,Over Speeding,0,0,0,0,1,0,Medium
2020,2,Thursday,20,Punjab,Rawalpindi,Rural Road,Poor,Clear,No Light,Truck/Lorry,3,Over Speeding,1,0,0,1,1,0,Low
2019,2,Tuesday,20,KPK,Kohat,Urban Road,Good,Foggy,No Light,Van/Pickup,4,Signal Violation,1,0,0,1,1,0,Low
2021,6,Monday,19,KPK,Mardan,Urban Road,Poor,Clear,No Light,Bus/Coach,2,Over Speeding,1,0,0,0,2,0,Low
2023,2,Monday,14,Gilgit-Baltistan,Hunza,National Highway,Average,Clear,No Light,Car/Taxi,1,Road Condition,0,0,0,1,1,0,Low
2020,12,Friday,2,Punjab,Lahore,Provincial Highway,Average,Clear,No Light,Motorcycle,2,Over Speeding,0,0,1,1,3,2,High
2020,12,Monday,20,Punjab,Sheikhupura,Motorway,Under Repair,Clear,Street Light,Motorcycle,3,Drunk Driving,1,0,0,1,10,4,High
2019,3,Tuesday,13,Punjab,Lahore,Provincial Highway,Good,Dusty/Smoggy,Daylight,Motorcycle,3,Over Speeding,1,0,0,0,7,1,High
2018,8,Sunday,17,Punjab,Multan,Motorway,Good,Clear,Daylight,Motorcycle,2,Road Condition,1,1,0,0,2,1,Medium
2022,1,Sunday,13,KPK,Bannu,Motorway,Good,Dusty/Smoggy,Daylight,Rickshaw,2,Over Speeding,1,1,0,1,4,0,Medium
2022,6,Friday,12,Balochistan,Dera Bugti,Urban Road,Average,Clear,Daylight,Car/Taxi,2,Weather Condition,1,0,0,0,1,0,Low
2019,8,Thursday,4,Punjab,Faisalabad,Provincial Highway,Good,Dusty/Smoggy,No Light,Motorcycle,1,Signal Violation,0,0,1,0,9,0,High
2019,3,Sunday,20,Punjab,Rahim Yar Khan,National Highway,Good,Clear,Street Light,Bus/Coach,2,Wrong Overtaking,1,1,0,0,4,0,Medium
2018,9,Friday,17,Punjab,Rawalpindi,Provincial Highway,Poor,Clear,Daylight,Motorcycle,1,Over Speeding,1,0,0,0,10,0,High
2023,12,Thursday,16,Sindh,Larkana,National Highway,Good,Clear,Daylight,Motorcycle,1,Road Condition,0,0,0,1,4,0,Medium
2022,8,Friday,11,Punjab,Faisalabad,Provincial Highway,Good,Rainy,Dawn/Dusk,Motorcycle,1,Wrong Overtaking,0,0,0,0,4,0,Medium
2023,11,Monday,9,Punjab,Faisalabad,Urban Road,Good,Clear,Daylight,Motorcycle,1,Over Speeding,1,0,0,1,4,1,Medium
2019,1,Monday,15,KPK,Mansehra,Provincial Highway,Average,Rainy,Daylight,Car/Taxi,2,Mechanical Failure,0,0,0,1,2,0,Low
2020,5,Wednesday,13,Punjab,Rahim Yar Khan,National Highway,Good,Rainy,Dawn/Dusk,Motorcycle,2,Signal Violation,1,0,0,0,2,1,High
2021,10,Monday,10,Sindh,Mirpur Khas,Rural Road,Poor,Clear,Daylight,Van/Pickup,3,Driver Fatigue,0,0,0,0,2,0,Low
2019,8,Saturday,18,KPK,Kohat,Provincial Highway,Average,Foggy,Daylight,Motorcycle,4,Mechanical Failure,1,1,0,0,3,1,High
2020,11,Friday,19,Punjab,Sheikhupura,National Highway,Good,Clear,Dawn/Dusk,Motorcycle,2,Over Speeding,1,0,0,1,9,0,High
2019,6,Thursday,20,Sindh,Jacobabad,National Highway,Average,Extreme Heat,Street Light,Motorcycle,3,Signal Violation,1,0,0,0,2,0,Medium
2021,5,Saturday,21,KPK,Bannu,Provincial Highway,Under Repair,Dusty/Smoggy,No Light,Car/Taxi,1,Drunk Driving,0,1,0,0,4,0,Medium
2022,9,Thursday,5,Sindh,Karachi,Urban Road,Good,Foggy,Street Light,Car/Taxi,3,Over Speeding,0,0,1,0,4,1,Medium
2020,9,Wednesday,15,Sindh,Hyderabad,Provincial Highway,Average,Clear,Daylight,Motorcycle,1,Mechanical Failure,0,0,0,0,1,0,Low
2022,7,Monday,11,Punjab,Gujranwala,Urban Road,Poor,Foggy,Street Light,Motorcycle,3,Road Condition,0,0,0,0,5,0,Medium
2023,1,Tuesday,6,KPK,Dera Ismail Khan,Rural Road,Good,Dusty/Smoggy,Daylight,Car/Taxi,3,Over Speeding,0,0,0,1,2,0,Low
2019,3,Wednesday,5,KPK,Nowshera,Provincial Highway,Average,Clear,Dawn/Dusk,Car/Taxi,1,Over Speeding,0,0,1,0,2,1,Medium
2023,1,Friday,9,Punjab,Bahawalpur,National Highway,Average,Rainy,Daylight,Motorcycle,3,Wrong Overtaking,1,0,0,1,6,2,High
2021,7,Friday,18,Punjab,Sargodha,Provincial Highway,Poor,Clear,Daylight,Car/Taxi,2,Drunk Driving,1,0,0,0,2,1,Low
2018,7,Saturday,13,Punjab,Sheikhupura,Urban Road,Good,Foggy,Daylight,Car/Taxi,3,Over Speeding,1,1,0,0,1,0,Medium
2019,6,Thursday,10,Punjab,Rawalpindi,National Highway,Poor,Clear,Dawn/Dusk,Van/Pickup,3,Pedestrian Error,0,0,0,0,5,0,Medium
2018,1,Thursday,18,Sindh,Mirpur Khas,National Highway,Good,Clear,Street Light,Car/Taxi,2,Over Speeding,1,0,0,1,1,1,Medium
2022,6,Monday,20,Punjab,Sialkot,Provincial Highway,Poor,Foggy,No Light,Car/Taxi,2,Pedestrian Error,1,0,0,0,0,0,Low
2023,1,Monday,14,Punjab,Rahim Yar Khan,Urban Road,Good,Clear,Daylight,Car/Taxi,2,Wrong Overtaking,0,0,0,1,1,0,Low
2018,1,Wednesday,6,KPK,Nowshera,National Highway,Average,Clear,Street Light,Rickshaw,2,Over Speeding,0,0,0,1,4,1,Medium
2019,6,Saturday,6,Punjab,Sargodha,Provincial Highway,Poor,Rainy,Daylight,Motorcycle,2,Mechanical Failure,0,1,0,0,5,0,High
2022,5,Monday,6,KPK,Swat,Urban Road,Poor,Foggy,Daylight,Car/Taxi,1,Mechanical Failure,0,0,0,0,1,0,Low
2018,12,Saturday,22,KPK,Peshawar,Provincial Highway,Poor,Rainy,No Light,Truck/Lorry,1,Wrong Overtaking,0,1,1,1,1,0,Medium
2021,9,Wednesday,22,Punjab,Bahawalpur,National Highway,Poor,Clear,No Light,Truck/Lorry,4,Over Speeding,0,0,1,0,9,3,High
2022,12,Monday,15,KPK,Dera Ismail Khan,Provincial Highway,Good,Clear,Daylight,Truck/Lorry,4,Over Speeding,0,0,0,1,6,0,High
2022,6,Thursday,10,KPK,Peshawar,Provincial Highway,Good,Rainy,Dawn/Dusk,Motorcycle,3,Driver Fatigue,0,0,0,0,3,1,High
2020,11,Monday,13,Punjab,Lahore,National Highway,Average,Extreme Heat,Daylight,Car/Taxi,2,Over Speeding,1,0,0,1,2,0,High
2023,5,Thursday,12,Punjab,Sheikhupura,Rural Road,Good,Clear,Daylight,Van/Pickup,4,Pedestrian Error,1,0,0,0,0,0,Low
2022,11,Sunday,16,Sindh,Kashmore,Urban Road,Good,Clear,Dawn/Dusk,Motorcycle,3,Road Condition,0,1,0,1,1,0,Low
2019,8,Tuesday,17,Islamabad,Islamabad,Rural Road,Poor,Rainy,Daylight,Truck/Lorry,2,Wrong Overtaking,1,0,0,0,4,0,Medium
2023,12,Wednesday,21,Sindh,Kashmore,Provincial Highway,Average,Clear,No Light,Motorcycle,2,Pedestrian Error,0,0,0,1,4,2,Medium
2022,8,Sunday,13,Punjab,Rawalpindi,Rural Road,Poor,Clear,Daylight,Car/Taxi,3,Over Speeding,1,1,0,0,4,0,Medium
2020,8,Tuesday,7,KPK,Bannu,Provincial Highway,Poor,Rainy,Daylight,Motorcycle,2,Over Speeding,1,0,0,0,8,0,High
2021,6,Friday,10,Sindh,Kashmore,Provincial Highway,Good,Clear,Daylight,Truck/Lorry,2,Pedestrian Error,0,0,0,0,0,0,Low
2018,6,Thursday,19,Sindh,Kashmore,Rural Road,Good,Clear,Dawn/Dusk,Rickshaw,2,Over Speeding,1,0,0,0,4,0,Medium
2022,2,Saturday,16,KPK,Peshawar,National Highway,Good,Foggy,Daylight,Motorcycle,3,Over Speeding,0,1,0,1,5,2,High
2023,1,Saturday,10,Sindh,Jacobabad,Urban Road,Average,Clear,Daylight,Motorcycle,3,Signal Violation,0,1,0,1,3,1,Medium
2020,2,Monday,8,KPK,Kohat,Rural Road,Under Repair,Clear,Daylight,Car/Taxi,3,Pedestrian Error,1,0,0,1,2,0,Low
2023,6,Thursday,19,KPK,Swat,Rural Road,Good,Rainy,Dawn/Dusk,Motorcycle,2,Drunk Driving,1,0,0,0,6,0,High
2022,4,Saturday,13,Sindh,Mirpur Khas,National Highway,Good,Clear,Daylight,Car/Taxi,1,Mechanical Failure,1,1,0,0,0,0,Low
2023,9,Sunday,18,Punjab,Lahore,Rural Road,Average,Clear,Daylight,Motorcycle,1,Wrong Overtaking,1,1,0,0,4,0,Medium
2019,12,Thursday,19,KPK,Dera Ismail Khan,Urban Road,Average,Rainy,Dawn/Dusk,Motorcycle,3,Driver Fatigue,1,0,0,1,2,4,High
2023,3,Tuesday,11,Islamabad,Islamabad,Rural Road,Average,Clear,Dawn/Dusk,Car/Taxi,3,Over Speeding,0,0,0,0,0,0,Low
2021,11,Sunday,12,Punjab,Sargodha,Urban Road,Average,Foggy,Daylight,Rickshaw,2,Signal Violation,1,1,0,1,0,0,Low
2021,2,Tuesday,6,Sindh,Hyderabad,Urban Road,Poor,Clear,Street Light,Car/Taxi,2,Road Condition,0,0,0,1,1,0,Low
2023,8,Monday,9,Punjab,Sheikhupura,Urban Road,Good,Clear,Daylight,Motorcycle,2,Road Condition,1,0,0,0,1,1,Low
2018,11,Wednesday,14,KPK,Kohat,Provincial Highway,Poor,Clear,Daylight,Van/Pickup,2,Over Speeding,0,0,0,1,1,0,Medium
2019,3,Wednesday,16,KPK,Kohat,Rural Road,Poor,Clear,Daylight,Rickshaw,2,Wrong Overtaking,0,0,0,0,2,0,Low
2022,9,Friday,18,Punjab,Rawalpindi,National Highway,Under Repair,Foggy,Daylight,Car/Taxi,2,Over Speeding,1,0,0,0,7,2,High
2021,6,Friday,17,Balochistan,Dera Bugti,National Highway,Average,Clear,No Light,Rickshaw,2,Over Speeding,1,0,0,0,4,0,Medium
2023,1,Thursday,19,Punjab,Faisalabad,Urban Road,Average,Foggy,Dawn/Dusk,Car/Taxi,2,Mechanical Failure,1,0,0,1,0,0,Low
2023,7,Saturday,8,KPK,Charsadda,Urban Road,Poor,Clear,Daylight,Motorcycle,1,Mechanical Failure,1,1,0,0,2,0,Low
2021,10,Monday,14,Sindh,Dadu,Rural Road,Under Repair,Clear,Daylight,Car/Taxi,1,Over Speeding,0,0,0,0,0,0,Low
2023,5,Wednesday,12,Punjab,Rawalpindi,Urban Road,Good,Clear,Daylight,Car/Taxi,1,Road Condition,1,0,0,0,0,1,Low
2018,6,Saturday,15,Punjab,Bahawalpur,National Highway,Average,Foggy,Daylight,Rickshaw,3,Over Speeding,0,1,0,0,9,3,High
2023,10,Friday,14,Punjab,Sialkot,Rural Road,Good,Foggy,No Light,Bus/Coach,1,Weather Condition,0,0,0,0,1,0,Low
2022,7,Wednesday,11,KPK,Bannu,National Highway,Average,Clear,Daylight,Motorcycle,4,Signal Violation,0,0,0,0,3,3,High
2021,11,Monday,11,Sindh,Kashmore,Provincial Highway,Poor,Rainy,Dawn/Dusk,Bus/Coach,2,Over Speeding,0,0,0,1,2,1,Medium
2023,12,Sunday,12,Punjab,Multan,Urban Road,Poor,Clear,Daylight,Car/Taxi,2,Wrong Overtaking,1,1,0,1,2,0,Low
2022,8,Sunday,11,Punjab,Rawalpindi,Urban Road,Average,Clear,Dawn/Dusk,Motorcycle,1,Mechanical Failure,0,1,0,0,0,0,Low
2022,8,Tuesday,9,Punjab,Sargodha,Provincial Highway,Poor,Clear,Street Light,Car/Taxi,4,Over Speeding,1,0,0,0,3,0,Medium
2020,6,Saturday,20,KPK,Peshawar,Provincial Highway,Poor,Dusty/Smoggy,No Light,Car/Taxi,3,Mobile Phone Use,1,1,0,0,1,0,Low
2018,6,Sunday,13,KPK,Abbottabad,Provincial Highway,Average,Foggy,Daylight,Rickshaw,3,Wrong Overtaking,1,1,0,0,5,1,Medium
2020,6,Thursday,21,Punjab,Sargodha,Motorway,Good,Foggy,No Light,Motorcycle,1,Over Speeding,0,0,0,0,6,2,High
2021,2,Saturday,2,Sindh,Jacobabad,Provincial Highway,Average,Extreme Heat,No Light,Motorcycle,2,Road Condition,0,1,1,1,5,2,Medium
2020,2,Tuesday,13,Punjab,Sheikhupura,Urban Road,Average,Clear,Daylight,Motorcycle,1,Over Speeding,1,0,0,1,3,0,Medium
2021,8,Friday,16,Balochistan,Dera Bugti,Urban Road,Good,Clear,Daylight,Car/Taxi,3,Pedestrian Error,0,0,0,0,1,0,Low
2023,10,Friday,19,Balochistan,Sibi,Urban Road,Good,Clear,Dawn/Dusk,Truck/Lorry,4,Over Speeding,1,0,0,0,2,0,Low
2018,9,Thursday,12,KPK,Nowshera,Urban Road,Good,Clear,Daylight,Van/Pickup,2,Mobile Phone Use,1,0,0,0,1,0,Low
2021,3,Sunday,22,Islamabad,Islamabad,National Highway,Good,Rainy,No Light,Bus/Coach,2,Wrong Overtaking,0,1,1,0,10,2,High
2022,5,Sunday,7,KPK,Abbottabad,Provincial Highway,Good,Rainy,Daylight,Bicycle,1,Over Speeding,1,1,0,0,10,2,High
2019,9,Friday,17,KPK,Abbottabad,National Highway,Good,Rainy,No Light,Car/Taxi,2,Driver Fatigue,1,0,0,0,4,0,Medium
2023,9,Monday,19,Sindh,Mirpur Khas,Urban Road,Poor,Foggy,Dawn/Dusk,Motorcycle,2,Wrong Overtaking,1,0,0,0,4,0,Medium
2019,7,Friday,20,Punjab,Sheikhupura,National Highway,Under Repair,Dusty/Smoggy,No Light,Bus/Coach,2,Wrong Overtaking,1,0,0,0,5,0,High
2021,2,Wednesday,12,Punjab,Lahore,National Highway,Poor,Dusty/Smoggy,Daylight,Truck/Lorry,3,Road Condition,1,0,0,1,0,1,Low
2021,1,Sunday,13,Punjab,Lahore,Rural Road,Average,Clear,Daylight,Motorcycle,1,Signal Violation,1,1,0,1,4,0,Medium
2022,6,Sunday,15,Sindh,Dadu,Urban Road,Average,Foggy,Daylight,Car/Taxi,1,Mechanical Failure,0,1,0,0,2,0,Low
2022,12,Friday,10,Punjab,Sargodha,Urban Road,Good,Foggy,Street Light,Motorcycle,1,Over Speeding,0,0,0,1,11,1,High
2018,1,Thursday,17,Punjab,Multan,National Highway,Under Repair,Clear,Daylight,Motorcycle,3,Driver Fatigue,1,0,0,1,4,1,High
2021,6,Thursday,22,Sindh,Karachi,Provincial Highway,Good,Clear,Street Light,Bicycle,3,Pedestrian Error,0,0,1,0,6,0,High
2019,2,Wednesday,18,Punjab,Sialkot,Urban Road,Average,Dusty/Smoggy,No Light,Motorcycle,3,Mechanical Failure,1,0,0,1,2,0,Low
2022,2,Sunday,13,Sindh,Dadu,Provincial Highway,Average,Extreme Heat,Daylight,Bicycle,2,Road Condition,1,1,0,1,3,0,Medium
2023,10,Monday,21,Islamabad,Islamabad,Provincial Highway,Good,Clear,No Light,Motorcycle,2,Driver Fatigue,0,0,0,0,3,3,High
2021,5,Friday,23,KPK,Mansehra,National Highway,Good,Rainy,Street Light,Bus/Coach,2,Wrong Overtaking,0,0,1,0,10,2,High
2021,10,Tuesday,23,KPK,Kohat,National Highway,Under Repair,Clear,Street Light,Motorcycle,1,Mechanical Failure,0,0,1,0,9,1,High
2023,7,Saturday,11,Sindh,Karachi,National Highway,Poor,Clear,Dawn/Dusk,Bus/Coach,3,Pedestrian Error,0,1,0,0,1,1,Low
2023,7,Tuesday,6,Sindh,Dadu,Provincial Highway,Good,Extreme Heat,Daylight,Van/Pickup,1,Driver Fatigue,0,0,0,0,2,0,Medium
2023,3,Friday,20,Punjab,Sheikhupura,Rural Road,Poor,Clear,No Light,Truck/Lorry,2,Driver Fatigue,1,0,0,0,1,0,Low
2021,10,Tuesday,10,Balochistan,Quetta,Provincial Highway,Average,Clear,Daylight,Motorcycle,1,Mechanical Failure,0,0,0,0,1,0,Medium
2022,5,Thursday,19,Punjab,Multan,National Highway,Average,Clear,Daylight,Bus/Coach,1,Signal Violation,1,0,0,0,1,2,Medium
2020,12,Sunday,11,Punjab,Lahore,Urban Road,Poor,Clear,Daylight,Truck/Lorry,3,Pedestrian Error,0,1,0,1,0,1,Low
2018,5,Thursday,4,KPK,Dera Ismail Khan,National Highway,Good,Clear,No Light,Motorcycle,2,Wrong Overtaking,0,0,1,0,2,2,High
2023,7,Monday,20,Punjab,Multan,National Highway,Average,Clear,Street Light,Truck/Lorry,1,Driver Fatigue,1,0,0,0,6,1,High
2021,8,Tuesday,17,Punjab,Sargodha,National Highway,Good,Extreme Heat,Daylight,Rickshaw,2,Over Speeding,1,0,0,0,11,1,High
2023,10,Wednesday,23,Punjab,Bahawalpur,National Highway,Good,Clear,No Light,Car/Taxi,2,Wrong Overtaking,0,0,1,0,3,0,Medium
2022,3,Friday,10,Punjab,Rawalpindi,Provincial Highway,Good,Dusty/Smoggy,Daylight,Motorcycle,4,Driver Fatigue,0,0,0,0,9,2,High
2019,5,Tuesday,1,Punjab,Rawalpindi,Urban Road,Under Repair,Rainy,Street Light,Rickshaw,1,Pedestrian Error,0,0,1,0,1,1,Medium
2023,8,Wednesday,18,Punjab,Rahim Yar Khan,Urban Road,Good,Clear,Daylight,Bus/Coach,1,Over Speeding,1,0,0,0,4,0,Medium
2019,2,Monday,13,Sindh,Mirpur Khas,Provincial Highway,Under Repair,Foggy,Daylight,Bicycle,2,Road Condition,1,0,0,1,4,0,Medium
2021,10,Saturday,22,KPK,Mansehra,Rural Road,Good,Clear,No Light,Car/Taxi,3,Signal Violation,0,1,1,0,2,1,Low
2021,12,Monday,20,Punjab,Rawalpindi,National Highway,Poor,Dusty/Smoggy,Street Light,Motorcycle,2,Drunk Driving,1,0,0,1,11,3,High
2021,5,Saturday,8,Balochistan,Zhob,Provincial Highway,Good,Dusty/Smoggy,Daylight,Motorcycle,1,Driver Fatigue,1,1,0,0,3,1,High
2023,12,Thursday,22,Punjab,Rahim Yar Khan,Urban Road,Average,Clear,No Light,Car/Taxi,2,Road Condition,0,0,1,1,0,0,Low
2023,3,Wednesday,12,Punjab,Sargodha,Provincial Highway,Good,Dusty/Smoggy,Street Light,Motorcycle,2,Wrong Overtaking,1,0,0,0,1,1,Medium
2021,1,Sunday,11,Punjab,Sialkot,Provincial Highway,Good,Foggy,Daylight,Car/Taxi,1,Over Speeding,0,1,0,1,1,0,Medium
2021,2,Wednesday,6,Sindh,Nawabshah,National Highway,Average,Clear,No Light,Motorcycle,2,Driver Fatigue,0,0,0,1,9,1,High
2023,6,Saturday,20,Punjab,Faisalabad,National Highway,Good,Clear,No Light,Bus/Coach,1,Signal Violation,1,1,0,0,6,0,High
2018,9,Sunday,16,Sindh,Larkana,National Highway,Good,Clear,Daylight,Motorcycle,1,Wrong Overtaking,0,1,0,0,3,3,High
2019,11,Saturday,14,KPK,Peshawar,Motorway,Good,Clear,Daylight,Motorcycle,1,Wrong Overtaking,0,1,0,1,4,1,High
2020,1,Tuesday,21,Sindh,Kashmore,Urban Road,Average,Foggy,Street Light,Motorcycle,2,Over Speeding,0,0,0,1,2,0,Medium
2022,12,Thursday,18,Sindh,Mirpur Khas,Urban Road,Good,Clear,Daylight,Motorcycle,2,Drunk Driving,1,0,0,1,3,0,Medium
2021,4,Tuesday,20,Islamabad,Islamabad,National Highway,Average,Clear,Street Light,Motorcycle,2,Wrong Overtaking,1,0,0,0,11,0,High
2019,9,Sunday,17,Punjab,Rahim Yar Khan,Provincial Highway,Average,Clear,Daylight,Car/Taxi,4,Wrong Overtaking,1,1,0,0,3,2,Medium
2018,7,Sunday,19,Punjab,Rawalpindi,Urban Road,Poor,Foggy,Street Light,Motorcycle,2,Pedestrian Error,1,1,0,0,3,0,Medium
2023,6,Saturday,3,KPK,Abbottabad,Urban Road,Poor,Rainy,No Light,Car/Taxi,1,Mobile Phone Use,0,1,1,0,0,0,Low
2019,2,Thursday,16,Sindh,Larkana,Provincial Highway,Average,Clear,Daylight,Rickshaw,1,Over Speeding,0,0,0,1,5,0,Medium
2023,6,Friday,16,Punjab,Sheikhupura,Rural Road,Average,Clear,Daylight,Bus/Coach,4,Pedestrian Error,0,0,0,0,2,0,Low
2018,8,Saturday,8,Punjab,Sialkot,Provincial Highway,Average,Foggy,Daylight,Rickshaw,1,Over Speeding,1,1,0,0,3,1,Medium
2023,10,Tuesday,6,Sindh,Kashmore,Rural Road,Good,Clear,Daylight,Car/Taxi,2,Wrong Overtaking,0,0,0,0,0,0,Low
2023,7,Monday,17,Punjab,Bahawalpur,Provincial Highway,Good,Foggy,Daylight,Rickshaw,3,Signal Violation,1,0,0,0,2,0,Low
2023,1,Tuesday,19,Punjab,Gujranwala,Urban Road,Average,Foggy,Dawn/Dusk,Rickshaw,2,Road Condition,1,0,0,1,0,0,Low
2018,7,Monday,9,Islamabad,Islamabad,Provincial Highway,Good,Clear,Daylight,Car/Taxi,2,Driver Fatigue,1,0,0,0,2,0,Medium
2023,2,Wednesday,6,KPK,Mansehra,Provincial Highway,Good,Clear,No Light,Motorcycle,1,Mobile Phone Use,0,0,0,1,2,1,Low
2020,10,Saturday,12,Sindh,Sukkur,National Highway,Poor,Foggy,Daylight,Rickshaw,3,Over Speeding,1,1,0,0,9,0,High
2022,5,Thursday,19,KPK,Nowshera,Provincial Highway,Good,Dusty/Smoggy,Dawn/Dusk,Car/Taxi,3,Driver Fatigue,1,0,0,0,3,0,Medium
2020,8,Sunday,0,Balochistan,Sibi,National Highway,Average,Dusty/Smoggy,Street Light,Motorcycle,1,Wrong Overtaking,0,1,1,0,11,0,High
2018,2,Saturday,18,Punjab,Sheikhupura,Provincial Highway,Under Repair,Clear,Street Light,Motorcycle,1,Pedestrian Error,1,1,0,1,3,2,Medium
2021,2,Tuesday,15,Punjab,Sargodha,Urban Road,Good,Clear,Dawn/Dusk,Car/Taxi,2,Mechanical Failure,0,0,0,1,0,0,Low
2019,6,Wednesday,18,Sindh,Sukkur,National Highway,Poor,Clear,Daylight,Motorcycle,2,Wrong Overtaking,1,0,0,0,8,1,High
2019,2,Saturday,6,KPK,Kohat,Urban Road,Average,Rainy,Daylight,Car/Taxi,4,Road Condition,0,1,0,1,2,0,Low
2022,4,Sunday,15,Punjab,Rahim Yar Khan,Urban Road,Good,Clear,Daylight,Car/Taxi,1,Over Speeding,0,1,0,0,1,0,Medium
2020,9,Monday,23,AJK,Muzaffarabad,Motorway,Average,Rainy,Street Light,Motorcycle,1,Wrong Overtaking,0,0,1,0,10,1,High
2018,1,Monday,8,Sindh,Dadu,National Highway,Average,Clear,Daylight,Motorcycle,1,Wrong Overtaking,1,0,0,1,1,0,Medium
2023,2,Saturday,0,Punjab,Rawalpindi,National Highway,Good,Foggy,No Light,Car/Taxi,3,Driver Fatigue,0,1,1,1,4,0,High
2022,8,Monday,0,Punjab,Gujranwala,Provincial Highway,Poor,Clear,Street Light,Car/Taxi,1,Mechanical Failure,0,0,1,0,0,0,Low
2020,1,Saturday,19,Punjab,Lahore,Provincial Highway,Good,Clear,No Light,Motorcycle,1,Mobile Phone Use,1,1,0,1,2,0,Medium
2022,6,Wednesday,10,KPK,Nowshera,Provincial Highway,Good,Foggy,Daylight,Motorcycle,4,Signal Violation,0,0,0,0,6,1,High
2021,6,Tuesday,6,Islamabad,Islamabad,Provincial Highway,Average,Clear,Daylight,Truck/Lorry,1,Road Condition,0,0,0,0,1,0,Low
2021,1,Wednesday,18,Punjab,Faisalabad,Rural Road,Under Repair,Clear,Daylight,Motorcycle,1,Wrong Overtaking,1,0,0,1,3,1,Medium
2018,7,Thursday,18,Islamabad,Islamabad,National Highway,Good,Clear,Daylight,Motorcycle,2,Mechanical Failure,1,0,0,0,2,1,Medium
2021,6,Friday,13,KPK,Dera Ismail Khan,Rural Road,Good,Clear,Daylight,Car/Taxi,2,Road Condition,1,0,0,0,0,0,Low
2021,4,Saturday,22,Sindh,Kashmore,Rural Road,Good,Dusty/Smoggy,Street Light,Bus/Coach,2,Pedestrian Error,0,1,1,0,3,0,Medium
2023,1,Saturday,9,KPK,Mansehra,Rural Road,Good,Rainy,Daylight,Rickshaw,2,Wrong Overtaking,1,1,0,1,1,0,Low
2023,12,Wednesday,12,Sindh,Kashmore,Rural Road,Average,Clear,Daylight,Bus/Coach,2,Mobile Phone Use,1,0,0,1,2,0,Low
2020,9,Saturday,9,Sindh,Nawabshah,Urban Road,Good,Foggy,Dawn/Dusk,Bus/Coach,1,Over Speeding,1,1,0,0,5,1,Medium
